월급,고정지출,식비/외식,교통/자동차,편의점/마트,금융,여가비,커피/디저트,쇼핑,비상금,군집
2014000,0.24,0.31,0.05,0.13,0.07,0.09,0.06,0.1,0.34,0
1950000,0.24,0.26,0.05,0.13,0.07,0.1,0.06,0.11,0.34,0
2096000,0.24,0.28,0.05,0.13,0.07,0.1,0.06,0.1,0.34,0
1972000,0.24,0.27,0.05,0.13,0.07,0.1,0.06,0.1,0.33,0
2082000,0.25,0.32,0.05,0.13,0.07,0.1,0.06,0.12,0.34,0
2024000,0.23,0.29,0.05,0.14,0.07,0.08,0.08,0.13,0.34,0
2083000,0.24,0.33,0.05,0.14,0.07,0.1,0.06,0.12,0.33,0
1987000,0.25,0.32,0.05,0.14,0.07,0.08,0.07,0.1,0.34,0
2092000,0.25,0.25,0.05,0.14,0.07,0.08,0.07,0.12,0.33,0
1988000,0.24,0.29,0.05,0.12,0.07,0.09,0.08,0.12,0.34,0
1933000,0.25,0.3,0.05,0.12,0.07,0.08,0.06,0.12,0.35,0
2099000,0.25,0.31,0.05,0.14,0.07,0.09,0.06,0.12,0.35,0
1937000,0.25,0.3,0.05,0.12,0.07,0.1,0.07,0.12,0.35,0
2078000,0.24,0.33,0.05,0.14,0.07,0.08,0.08,0.1,0.34,0
2084000,0.24,0.32,0.05,0.13,0.07,0.09,0.08,0.1,0.33,0
1907000,0.23,0.3,0.05,0.13,0.07,0.1,0.07,0.11,0.34,0
1926000,0.24,0.25,0.05,0.13,0.07,0.09,0.07,0.1,0.33,0
1919000,0.23,0.29,0.05,0.13,0.07,0.1,0.07,0.1,0.34,0
2064000,0.25,0.32,0.05,0.13,0.07,0.1,0.08,0.1,0.35,0
1997000,0.24,0.31,0.05,0.12,0.07,0.08,0.07,0.1,0.34,0
1910000,0.23,0.25,0.05,0.13,0.07,0.08,0.07,0.11,0.33,0
1991000,0.23,0.32,0.05,0.12,0.07,0.08,0.08,0.1,0.34,0
2033000,0.24,0.29,0.05,0.12,0.07,0.08,0.07,0.11,0.33,0
2066000,0.25,0.29,0.05,0.14,0.07,0.1,0.07,0.12,0.35,0
2006000,0.25,0.29,0.05,0.14,0.07,0.1,0.08,0.12,0.34,0
1988000,0.24,0.28,0.05,0.12,0.07,0.1,0.07,0.11,0.35,0
2068000,0.24,0.33,0.05,0.12,0.07,0.08,0.07,0.12,0.34,0
1934000,0.25,0.29,0.05,0.13,0.07,0.08,0.07,0.1,0.33,0
1938000,0.24,0.26,0.05,0.14,0.07,0.09,0.06,0.1,0.33,0
2051000,0.24,0.26,0.05,0.13,0.07,0.09,0.08,0.1,0.35,0
2032000,0.24,0.3,0.05,0.14,0.07,0.08,0.07,0.1,0.35,0
2031000,0.24,0.29,0.05,0.13,0.07,0.1,0.07,0.09,0.34,0
1947000,0.24,0.33,0.05,0.14,0.07,0.08,0.07,0.1,0.33,0
1932000,0.23,0.27,0.05,0.13,0.07,0.1,0.07,0.12,0.35,0
1949000,0.24,0.28,0.05,0.14,0.07,0.1,0.08,0.11,0.33,0
1902000,0.24,0.29,0.05,0.13,0.07,0.09,0.08,0.11,0.34,0
2097000,0.24,0.25,0.05,0.13,0.07,0.08,0.07,0.12,0.33,0
1901000,0.24,0.28,0.05,0.14,0.07,0.1,0.07,0.11,0.34,0
1942000,0.24,0.26,0.05,0.12,0.07,0.1,0.08,0.12,0.34,0
2034000,0.23,0.27,0.05,0.13,0.07,0.1,0.07,0.1,0.33,0
2076000,0.24,0.33,0.05,0.13,0.07,0.1,0.08,0.13,0.33,0
1913000,0.24,0.26,0.05,0.14,0.07,0.09,0.07,0.12,0.34,0
2012000,0.24,0.29,0.05,0.14,0.07,0.1,0.07,0.09,0.34,0
2088000,0.25,0.25,0.05,0.12,0.07,0.09,0.07,0.1,0.34,0
1968000,0.25,0.3,0.05,0.13,0.07,0.1,0.08,0.12,0.35,0
2063000,0.24,0.26,0.05,0.14,0.07,0.08,0.06,0.12,0.33,0
2033000,0.24,0.33,0.05,0.13,0.07,0.1,0.06,0.11,0.33,0
1900000,0.24,0.3,0.05,0.14,0.07,0.1,0.06,0.1,0.34,0
2022000,0.24,0.25,0.05,0.14,0.07,0.08,0.07,0.11,0.35,0
2070000,0.24,0.29,0.05,0.13,0.07,0.1,0.07,0.12,0.34,0
2088000,0.24,0.25,0.05,0.14,0.07,0.08,0.08,0.1,0.35,0
1956000,0.24,0.27,0.05,0.14,0.07,0.08,0.07,0.11,0.34,0
1972000,0.23,0.27,0.05,0.13,0.07,0.09,0.06,0.11,0.33,0
2095000,0.24,0.33,0.05,0.12,0.07,0.09,0.06,0.11,0.35,0
1908000,0.24,0.29,0.05,0.13,0.07,0.09,0.07,0.1,0.34,0
1944000,0.24,0.26,0.05,0.14,0.07,0.08,0.07,0.11,0.34,0
2039000,0.24,0.25,0.05,0.13,0.07,0.08,0.06,0.12,0.34,0
2053000,0.25,0.31,0.05,0.12,0.07,0.08,0.08,0.12,0.35,0
2013000,0.25,0.29,0.05,0.13,0.07,0.09,0.06,0.13,0.35,0
2059000,0.23,0.3,0.05,0.14,0.07,0.08,0.06,0.12,0.33,0
2001000,0.24,0.29,0.05,0.13,0.07,0.1,0.08,0.11,0.33,0
1935000,0.24,0.33,0.05,0.12,0.07,0.1,0.07,0.12,0.34,0
1942000,0.24,0.26,0.05,0.13,0.07,0.1,0.07,0.1,0.33,0
1925000,0.24,0.26,0.05,0.14,0.07,0.1,0.07,0.1,0.35,0
1933000,0.24,0.33,0.05,0.14,0.07,0.1,0.07,0.11,0.35,0
1942000,0.23,0.26,0.05,0.14,0.07,0.1,0.08,0.09,0.33,0
2050000,0.24,0.29,0.05,0.13,0.07,0.1,0.08,0.1,0.33,0
1954000,0.24,0.27,0.05,0.13,0.07,0.09,0.07,0.1,0.34,0
2031000,0.24,0.26,0.05,0.14,0.07,0.09,0.06,0.11,0.34,0
1918000,0.24,0.28,0.05,0.14,0.07,0.08,0.07,0.12,0.34,0
2083000,0.24,0.25,0.05,0.14,0.07,0.09,0.06,0.1,0.34,0
1903000,0.23,0.32,0.05,0.13,0.07,0.1,0.07,0.1,0.34,0
2070000,0.24,0.27,0.05,0.14,0.07,0.09,0.06,0.1,0.34,0
1923000,0.24,0.28,0.05,0.13,0.07,0.1,0.06,0.1,0.34,0
1946000,0.24,0.26,0.05,0.12,0.07,0.09,0.06,0.11,0.34,0
1963000,0.24,0.33,0.05,0.13,0.07,0.09,0.08,0.11,0.34,0
1925000,0.24,0.29,0.05,0.12,0.07,0.09,0.07,0.11,0.34,0
1913000,0.24,0.29,0.05,0.13,0.07,0.1,0.06,0.1,0.33,0
1928000,0.25,0.33,0.05,0.12,0.07,0.1,0.07,0.1,0.33,0
2045000,0.24,0.32,0.05,0.12,0.07,0.1,0.06,0.12,0.35,0
2015000,0.24,0.27,0.05,0.13,0.07,0.1,0.06,0.11,0.33,0
2065000,0.24,0.26,0.05,0.12,0.07,0.08,0.06,0.1,0.34,0
2006000,0.24,0.3,0.05,0.14,0.07,0.1,0.06,0.12,0.33,0
1929000,0.23,0.27,0.05,0.13,0.07,0.09,0.07,0.12,0.34,0
1993000,0.24,0.3,0.05,0.13,0.07,0.08,0.07,0.1,0.34,0
2090000,0.25,0.3,0.05,0.13,0.07,0.08,0.07,0.11,0.34,0
2098000,0.24,0.26,0.05,0.13,0.07,0.09,0.07,0.12,0.34,0
1911000,0.24,0.25,0.05,0.13,0.07,0.09,0.06,0.11,0.35,0
1968000,0.24,0.28,0.05,0.13,0.07,0.09,0.07,0.12,0.33,0
2046000,0.24,0.29,0.05,0.13,0.07,0.08,0.08,0.1,0.35,0
1904000,0.24,0.29,0.05,0.12,0.07,0.1,0.06,0.1,0.33,0
1908000,0.25,0.25,0.05,0.14,0.07,0.08,0.06,0.11,0.34,0
2057000,0.23,0.25,0.05,0.14,0.07,0.09,0.08,0.1,0.34,0
2044000,0.23,0.25,0.05,0.13,0.07,0.08,0.07,0.11,0.34,0
2033000,0.24,0.28,0.05,0.13,0.07,0.09,0.07,0.11,0.35,0
2014000,0.24,0.3,0.05,0.12,0.07,0.09,0.08,0.12,0.33,0
1966000,0.24,0.28,0.05,0.14,0.07,0.1,0.07,0.11,0.33,0
2081000,0.23,0.29,0.05,0.14,0.07,0.1,0.06,0.12,0.35,0
2007000,0.24,0.25,0.05,0.12,0.07,0.09,0.07,0.1,0.34,0
2087000,0.24,0.3,0.05,0.12,0.07,0.09,0.07,0.12,0.35,0
2082000,0.25,0.28,0.05,0.14,0.07,0.1,0.08,0.1,0.34,0
1985000,0.24,0.32,0.05,0.13,0.07,0.08,0.06,0.11,0.35,0
1948000,0.23,0.33,0.05,0.14,0.07,0.09,0.06,0.12,0.35,0
2083000,0.24,0.29,0.05,0.13,0.07,0.1,0.08,0.1,0.35,0
1941000,0.24,0.31,0.05,0.13,0.07,0.1,0.08,0.1,0.34,0
1907000,0.24,0.27,0.05,0.13,0.07,0.08,0.08,0.12,0.34,0
1984000,0.25,0.27,0.05,0.14,0.07,0.08,0.08,0.11,0.34,0
2044000,0.24,0.29,0.05,0.14,0.07,0.09,0.08,0.11,0.34,0
2090000,0.24,0.26,0.05,0.12,0.07,0.08,0.06,0.1,0.33,0
1953000,0.24,0.28,0.05,0.12,0.07,0.09,0.07,0.12,0.34,0
1935000,0.24,0.31,0.05,0.12,0.07,0.1,0.08,0.1,0.35,0
2000000,0.24,0.25,0.05,0.12,0.07,0.08,0.07,0.12,0.33,0
1913000,0.24,0.29,0.05,0.14,0.07,0.08,0.07,0.12,0.33,0
2059000,0.25,0.32,0.05,0.13,0.07,0.08,0.07,0.1,0.34,0
1972000,0.23,0.25,0.05,0.13,0.07,0.1,0.07,0.09,0.34,0
2027000,0.24,0.28,0.05,0.12,0.07,0.1,0.07,0.1,0.34,0
2062000,0.25,0.29,0.05,0.14,0.07,0.09,0.07,0.13,0.34,0
1951000,0.24,0.31,0.05,0.13,0.07,0.09,0.07,0.11,0.34,0
1919000,0.24,0.27,0.05,0.12,0.07,0.1,0.06,0.1,0.33,0
2064000,0.25,0.26,0.05,0.14,0.07,0.08,0.07,0.12,0.35,0
1924000,0.24,0.33,0.05,0.12,0.07,0.09,0.07,0.1,0.34,0
1984000,0.24,0.31,0.05,0.13,0.07,0.09,0.08,0.1,0.34,0
1927000,0.23,0.3,0.05,0.12,0.07,0.08,0.07,0.1,0.34,0
1925000,0.23,0.28,0.05,0.14,0.07,0.09,0.07,0.12,0.35,0
2036000,0.24,0.33,0.05,0.13,0.07,0.1,0.07,0.1,0.35,0
1941000,0.23,0.29,0.05,0.12,0.07,0.09,0.07,0.09,0.33,0
2064000,0.24,0.25,0.05,0.13,0.07,0.08,0.08,0.12,0.34,0
1955000,0.24,0.25,0.05,0.12,0.07,0.09,0.08,0.12,0.34,0
2067000,0.24,0.33,0.05,0.12,0.07,0.1,0.07,0.1,0.33,0
2022000,0.23,0.3,0.05,0.13,0.07,0.1,0.06,0.13,0.34,0
2065000,0.24,0.33,0.05,0.12,0.07,0.1,0.07,0.12,0.34,0
1923000,0.25,0.25,0.05,0.13,0.07,0.1,0.08,0.11,0.35,0
1992000,0.25,0.25,0.05,0.14,0.07,0.1,0.06,0.12,0.35,0
1936000,0.24,0.3,0.05,0.12,0.07,0.1,0.08,0.11,0.34,0
1972000,0.25,0.33,0.05,0.13,0.07,0.1,0.07,0.11,0.34,0
2011000,0.24,0.3,0.05,0.13,0.07,0.1,0.08,0.11,0.35,0
1987000,0.23,0.27,0.05,0.12,0.07,0.08,0.07,0.1,0.34,0
1945000,0.24,0.31,0.05,0.13,0.07,0.1,0.06,0.12,0.34,0
1271000,0.67,0.22,0.22,0.06,0.32,0.1,0.06,0.42,0.08,6
1346000,0.65,0.23,0.23,0.07,0.32,0.11,0.06,0.42,0.08,6
1322000,0.66,0.19,0.21,0.07,0.33,0.13,0.06,0.45,0.08,6
1270000,0.67,0.23,0.21,0.07,0.33,0.13,0.05,0.53,0.08,6
1274000,0.64,0.21,0.22,0.07,0.32,0.13,0.05,0.41,0.08,6
1357000,0.65,0.25,0.2,0.07,0.32,0.13,0.06,0.43,0.08,6
1283000,0.66,0.22,0.21,0.07,0.32,0.13,0.06,0.44,0.08,6
1264000,0.68,0.2,0.2,0.07,0.33,0.11,0.05,0.45,0.08,6
1337000,0.65,0.19,0.22,0.06,0.33,0.11,0.06,0.5,0.08,6
1301000,0.67,0.22,0.22,0.07,0.32,0.13,0.07,0.4,0.08,6
1335000,0.68,0.19,0.19,0.07,0.34,0.12,0.06,0.48,0.08,6
1346000,0.65,0.2,0.23,0.08,0.32,0.14,0.06,0.48,0.08,6
1311000,0.67,0.22,0.19,0.07,0.33,0.11,0.05,0.4,0.08,6
1311000,0.65,0.25,0.21,0.08,0.33,0.12,0.05,0.46,0.08,6
1306000,0.68,0.19,0.23,0.07,0.33,0.12,0.06,0.5,0.08,6
1301000,0.65,0.2,0.2,0.07,0.33,0.13,0.05,0.51,0.08,6
1240000,0.66,0.22,0.2,0.07,0.33,0.13,0.06,0.48,0.08,6
1348000,0.67,0.21,0.2,0.07,0.34,0.12,0.06,0.4,0.08,6
1300000,0.66,0.25,0.23,0.07,0.33,0.11,0.06,0.45,0.08,6
1284000,0.67,0.23,0.19,0.07,0.33,0.11,0.05,0.49,0.08,6
1247000,0.67,0.24,0.21,0.07,0.33,0.11,0.06,0.48,0.08,6
1250000,0.67,0.21,0.2,0.07,0.32,0.11,0.06,0.5,0.08,6
1315000,0.68,0.23,0.22,0.08,0.33,0.11,0.06,0.47,0.08,6
1361000,0.65,0.19,0.2,0.07,0.33,0.12,0.06,0.47,0.08,6
1364000,0.67,0.21,0.2,0.07,0.33,0.12,0.06,0.42,0.08,6
1324000,0.65,0.21,0.2,0.07,0.32,0.1,0.07,0.5,0.08,6
1265000,0.66,0.22,0.21,0.06,0.32,0.1,0.06,0.52,0.08,6
1281000,0.65,0.23,0.22,0.07,0.33,0.13,0.06,0.45,0.08,6
1294000,0.66,0.19,0.19,0.07,0.33,0.13,0.06,0.51,0.08,6
1281000,0.64,0.23,0.21,0.07,0.34,0.14,0.05,0.46,0.08,6
1341000,0.66,0.19,0.22,0.07,0.33,0.14,0.05,0.52,0.08,6
1297000,0.68,0.24,0.2,0.06,0.32,0.13,0.07,0.48,0.08,6
1343000,0.65,0.21,0.21,0.07,0.33,0.1,0.06,0.46,0.08,6
1280000,0.66,0.21,0.22,0.07,0.34,0.12,0.06,0.39,0.08,6
1261000,0.67,0.19,0.21,0.08,0.34,0.12,0.05,0.49,0.08,6
1259000,0.64,0.23,0.21,0.08,0.33,0.11,0.06,0.49,0.08,6
1337000,0.65,0.21,0.23,0.06,0.34,0.14,0.07,0.48,0.08,6
1326000,0.66,0.25,0.2,0.08,0.33,0.13,0.07,0.42,0.08,6
1283000,0.67,0.2,0.21,0.07,0.34,0.12,0.06,0.5,0.08,6
1303000,0.67,0.25,0.19,0.06,0.33,0.13,0.07,0.42,0.08,6
1311000,0.65,0.2,0.22,0.07,0.33,0.13,0.07,0.47,0.08,6
1291000,0.65,0.2,0.2,0.07,0.32,0.12,0.05,0.45,0.08,6
1348000,0.67,0.24,0.19,0.07,0.33,0.13,0.06,0.46,0.08,6
1251000,0.65,0.22,0.21,0.07,0.33,0.12,0.06,0.42,0.08,6
1255000,0.66,0.23,0.2,0.06,0.34,0.13,0.07,0.52,0.08,6
1280000,0.66,0.23,0.23,0.07,0.33,0.1,0.06,0.43,0.08,6
1306000,0.67,0.25,0.19,0.07,0.33,0.11,0.07,0.48,0.08,6
1266000,0.68,0.23,0.23,0.08,0.32,0.11,0.06,0.4,0.08,6
1297000,0.67,0.21,0.23,0.07,0.33,0.13,0.06,0.42,0.08,6
1350000,0.64,0.23,0.21,0.06,0.33,0.13,0.07,0.47,0.08,6
1353000,0.67,0.22,0.22,0.07,0.33,0.11,0.06,0.43,0.08,6
1312000,0.65,0.2,0.21,0.07,0.33,0.13,0.07,0.51,0.08,6
1281000,0.65,0.2,0.2,0.07,0.33,0.14,0.05,0.43,0.08,6
1250000,0.68,0.2,0.21,0.07,0.32,0.12,0.06,0.49,0.08,6
1275000,0.65,0.21,0.2,0.07,0.32,0.1,0.06,0.52,0.08,6
1304000,0.65,0.2,0.22,0.08,0.33,0.13,0.06,0.52,0.08,6
1274000,0.67,0.22,0.22,0.07,0.34,0.11,0.05,0.43,0.08,6
1252000,0.66,0.25,0.2,0.07,0.32,0.11,0.06,0.41,0.08,6
1313000,0.67,0.19,0.21,0.08,0.33,0.1,0.06,0.39,0.08,6
1243000,0.65,0.23,0.22,0.08,0.34,0.12,0.06,0.5,0.08,6
1357000,0.65,0.22,0.19,0.07,0.32,0.14,0.07,0.47,0.08,6
1296000,0.67,0.19,0.21,0.06,0.33,0.1,0.06,0.44,0.08,6
1291000,0.68,0.24,0.23,0.07,0.32,0.14,0.05,0.48,0.08,6
1254000,0.65,0.2,0.2,0.06,0.33,0.12,0.05,0.46,0.08,6
1302000,0.67,0.21,0.23,0.08,0.33,0.11,0.06,0.5,0.08,6
1365000,0.64,0.19,0.19,0.07,0.32,0.14,0.06,0.47,0.08,6
1344000,0.66,0.22,0.21,0.07,0.33,0.13,0.05,0.46,0.08,6
1267000,0.67,0.2,0.2,0.06,0.34,0.11,0.07,0.49,0.08,6
1265000,0.66,0.25,0.2,0.07,0.32,0.13,0.07,0.42,0.08,6
1256000,0.67,0.2,0.22,0.07,0.33,0.1,0.06,0.5,0.08,6
1316000,0.66,0.2,0.23,0.07,0.32,0.14,0.05,0.49,0.08,6
1360000,0.67,0.25,0.19,0.08,0.32,0.13,0.05,0.39,0.08,6
1289000,0.66,0.21,0.2,0.07,0.33,0.12,0.06,0.42,0.08,6
1276000,0.67,0.2,0.23,0.07,0.33,0.12,0.06,0.46,0.08,6
1257000,0.65,0.25,0.21,0.07,0.33,0.13,0.06,0.52,0.08,6
1271000,0.65,0.25,0.23,0.07,0.33,0.12,0.06,0.49,0.08,6
1292000,0.66,0.23,0.22,0.07,0.33,0.14,0.05,0.5,0.08,6
1308000,0.65,0.23,0.21,0.07,0.33,0.12,0.06,0.52,0.08,6
1313000,0.64,0.25,0.23,0.07,0.33,0.12,0.07,0.42,0.08,6
1275000,0.66,0.22,0.22,0.07,0.33,0.13,0.06,0.45,0.08,6
1235000,0.68,0.24,0.2,0.07,0.34,0.13,0.07,0.48,0.08,6
1359000,0.64,0.24,0.2,0.07,0.33,0.14,0.06,0.51,0.08,6
1255000,0.64,0.22,0.22,0.06,0.34,0.11,0.06,0.44,0.08,6
1303000,0.67,0.23,0.2,0.07,0.33,0.12,0.07,0.46,0.08,6
1351000,0.65,0.19,0.19,0.08,0.33,0.11,0.05,0.49,0.08,6
1341000,0.67,0.21,0.22,0.07,0.33,0.11,0.06,0.43,0.08,6
1336000,0.65,0.21,0.23,0.06,0.32,0.13,0.05,0.42,0.08,6
1338000,0.67,0.24,0.21,0.06,0.32,0.12,0.07,0.48,0.08,6
1298000,0.65,0.23,0.2,0.07,0.32,0.11,0.06,0.47,0.08,6
1252000,0.67,0.19,0.2,0.07,0.33,0.11,0.06,0.43,0.08,6
1290000,0.65,0.21,0.21,0.07,0.34,0.13,0.06,0.49,0.08,6
1294000,0.66,0.22,0.23,0.08,0.34,0.11,0.06,0.47,0.08,6
1339000,0.65,0.19,0.2,0.07,0.33,0.14,0.06,0.43,0.08,6
1329000,0.68,0.23,0.19,0.07,0.33,0.11,0.06,0.46,0.08,6
1315000,0.65,0.22,0.22,0.08,0.33,0.12,0.06,0.45,0.08,6
1267000,0.66,0.2,0.22,0.06,0.32,0.12,0.06,0.49,0.08,6
1273000,0.67,0.23,0.21,0.07,0.32,0.13,0.06,0.47,0.08,6
1273000,0.67,0.2,0.23,0.06,0.32,0.11,0.06,0.48,0.08,6
1281000,0.67,0.24,0.22,0.07,0.33,0.13,0.05,0.44,0.08,6
1357000,0.67,0.24,0.2,0.06,0.33,0.13,0.07,0.47,0.08,6
1237000,0.64,0.2,0.21,0.07,0.33,0.11,0.05,0.43,0.08,6
1291000,0.67,0.21,0.22,0.06,0.34,0.11,0.06,0.49,0.08,6
1253000,0.67,0.19,0.22,0.07,0.34,0.13,0.05,0.52,0.08,6
1274000,0.65,0.24,0.23,0.06,0.34,0.1,0.07,0.42,0.08,6
1357000,0.65,0.21,0.23,0.06,0.33,0.14,0.06,0.44,0.08,6
1358000,0.68,0.25,0.22,0.07,0.34,0.13,0.06,0.46,0.08,6
1298000,0.67,0.2,0.19,0.07,0.32,0.11,0.06,0.47,0.08,6
1324000,0.67,0.23,0.19,0.08,0.33,0.11,0.05,0.43,0.08,6
1353000,0.65,0.19,0.2,0.07,0.33,0.11,0.07,0.44,0.08,6
1263000,0.65,0.2,0.22,0.07,0.33,0.13,0.06,0.43,0.08,6
1302000,0.65,0.19,0.2,0.06,0.32,0.13,0.05,0.42,0.08,6
1309000,0.64,0.21,0.23,0.07,0.32,0.11,0.07,0.52,0.08,6
1349000,0.65,0.22,0.2,0.07,0.33,0.13,0.06,0.46,0.08,6
1302000,0.64,0.21,0.21,0.07,0.32,0.12,0.06,0.49,0.08,6
1351000,0.65,0.24,0.23,0.07,0.33,0.11,0.07,0.5,0.08,6
1315000,0.67,0.19,0.23,0.08,0.34,0.12,0.05,0.45,0.08,6
1296000,0.66,0.24,0.19,0.07,0.32,0.13,0.07,0.5,0.08,6
1313000,0.64,0.24,0.21,0.07,0.33,0.12,0.07,0.46,0.08,6
1264000,0.64,0.24,0.19,0.07,0.33,0.12,0.07,0.49,0.08,6
1306000,0.68,0.22,0.22,0.07,0.33,0.13,0.07,0.5,0.08,6
1320000,0.67,0.19,0.2,0.07,0.34,0.11,0.06,0.42,0.08,6
1307000,0.68,0.25,0.21,0.07,0.33,0.11,0.06,0.42,0.08,6
1330000,0.68,0.19,0.2,0.07,0.32,0.13,0.06,0.51,0.08,6
1285000,0.65,0.21,0.19,0.07,0.33,0.1,0.05,0.51,0.08,6
1330000,0.67,0.2,0.19,0.06,0.33,0.12,0.06,0.5,0.08,6
1254000,0.67,0.2,0.21,0.07,0.34,0.11,0.06,0.48,0.08,6
1321000,0.68,0.2,0.19,0.07,0.33,0.12,0.06,0.4,0.08,6
1261000,0.67,0.2,0.2,0.07,0.34,0.11,0.06,0.53,0.08,6
1262000,0.66,0.24,0.21,0.08,0.34,0.13,0.06,0.45,0.08,6
1298000,0.66,0.2,0.2,0.07,0.34,0.11,0.05,0.42,0.08,6
1314000,0.67,0.22,0.21,0.08,0.34,0.11,0.06,0.4,0.08,6
1340000,0.67,0.22,0.19,0.08,0.33,0.13,0.07,0.4,0.08,6
1350000,0.68,0.24,0.19,0.07,0.33,0.12,0.05,0.45,0.08,6
1317000,0.65,0.2,0.19,0.06,0.32,0.13,0.07,0.45,0.08,6
1288000,0.66,0.2,0.21,0.06,0.34,0.11,0.05,0.41,0.08,6
1269000,0.65,0.2,0.2,0.07,0.32,0.12,0.07,0.48,0.08,6
1272000,0.66,0.24,0.23,0.07,0.33,0.14,0.06,0.5,0.08,6
1327000,0.65,0.19,0.21,0.06,0.32,0.11,0.06,0.45,0.08,6
1256000,0.64,0.2,0.23,0.07,0.32,0.1,0.06,0.39,0.08,6
1253000,0.65,0.21,0.22,0.07,0.32,0.11,0.06,0.48,0.08,6
1292000,0.66,0.23,0.22,0.07,0.33,0.11,0.05,0.51,0.08,6
1326000,0.65,0.23,0.21,0.06,0.34,0.13,0.06,0.4,0.08,6
1365000,0.65,0.23,0.2,0.08,0.33,0.12,0.05,0.42,0.08,6
1320000,0.67,0.24,0.19,0.08,0.32,0.12,0.05,0.39,0.08,6
1354000,0.65,0.22,0.19,0.08,0.33,0.1,0.06,0.44,0.08,6
1347000,0.67,0.24,0.2,0.08,0.33,0.1,0.07,0.52,0.08,6
1326000,0.67,0.22,0.23,0.08,0.32,0.11,0.06,0.42,0.08,6
1238000,0.66,0.21,0.22,0.06,0.32,0.12,0.06,0.43,0.08,6
1329000,0.66,0.23,0.2,0.07,0.34,0.12,0.06,0.5,0.08,6
1296000,0.64,0.25,0.23,0.07,0.33,0.12,0.06,0.4,0.08,6
1318000,0.64,0.25,0.21,0.07,0.33,0.12,0.06,0.49,0.08,6
1321000,0.65,0.21,0.19,0.07,0.32,0.12,0.07,0.51,0.08,6
1355000,0.65,0.22,0.23,0.07,0.33,0.11,0.07,0.45,0.08,6
1305000,0.66,0.25,0.2,0.07,0.33,0.12,0.05,0.39,0.08,6
1254000,0.66,0.22,0.22,0.06,0.33,0.13,0.06,0.47,0.08,6
1319000,0.65,0.2,0.22,0.08,0.33,0.13,0.06,0.41,0.08,6
1296000,0.67,0.24,0.22,0.07,0.33,0.11,0.06,0.44,0.08,6
1333000,0.66,0.21,0.19,0.07,0.33,0.13,0.05,0.51,0.08,6
1327000,0.66,0.23,0.23,0.07,0.34,0.13,0.05,0.53,0.08,6
1267000,0.68,0.21,0.21,0.07,0.34,0.13,0.07,0.5,0.08,6
1363000,0.67,0.23,0.21,0.07,0.33,0.13,0.05,0.47,0.08,6
1252000,0.65,0.21,0.19,0.07,0.34,0.12,0.06,0.46,0.08,6
1245000,0.67,0.24,0.22,0.07,0.33,0.11,0.07,0.46,0.08,6
1262000,0.68,0.22,0.22,0.07,0.33,0.14,0.06,0.44,0.08,6
1309000,0.66,0.2,0.22,0.06,0.33,0.13,0.07,0.52,0.08,6
1269000,0.64,0.23,0.21,0.07,0.33,0.11,0.05,0.44,0.08,6
1288000,0.65,0.25,0.2,0.07,0.34,0.12,0.06,0.42,0.08,6
1320000,0.67,0.22,0.2,0.08,0.33,0.11,0.05,0.41,0.08,6
1240000,0.65,0.19,0.22,0.07,0.34,0.1,0.06,0.41,0.08,6
1273000,0.66,0.2,0.23,0.07,0.33,0.1,0.05,0.44,0.08,6
1268000,0.64,0.24,0.21,0.06,0.33,0.14,0.06,0.4,0.08,6
1337000,0.67,0.2,0.2,0.07,0.32,0.11,0.07,0.44,0.08,6
1253000,0.67,0.24,0.22,0.08,0.34,0.12,0.06,0.44,0.08,6
1359000,0.66,0.23,0.2,0.06,0.33,0.12,0.06,0.42,0.08,6
1302000,0.65,0.23,0.21,0.07,0.34,0.12,0.06,0.47,0.08,6
1339000,0.66,0.23,0.22,0.07,0.32,0.12,0.05,0.52,0.08,6
1294000,0.65,0.2,0.2,0.07,0.33,0.13,0.06,0.42,0.08,6
1293000,0.66,0.2,0.23,0.06,0.32,0.1,0.06,0.46,0.08,6
1331000,0.64,0.23,0.23,0.07,0.34,0.12,0.06,0.47,0.08,6
1343000,0.65,0.2,0.22,0.08,0.32,0.1,0.06,0.43,0.08,6
1336000,0.67,0.21,0.22,0.07,0.33,0.11,0.07,0.43,0.08,6
1271000,0.65,0.2,0.22,0.07,0.33,0.12,0.05,0.45,0.08,6
1249000,0.66,0.22,0.21,0.08,0.33,0.1,0.05,0.48,0.08,6
1333000,0.68,0.2,0.22,0.07,0.33,0.13,0.06,0.48,0.08,6
1326000,0.66,0.24,0.2,0.07,0.32,0.12,0.05,0.51,0.08,6
1354000,0.67,0.24,0.23,0.07,0.32,0.13,0.06,0.52,0.08,6
1287000,0.65,0.24,0.22,0.08,0.32,0.13,0.05,0.51,0.08,6
1329000,0.66,0.2,0.21,0.07,0.33,0.12,0.06,0.44,0.08,6
1290000,0.67,0.22,0.22,0.07,0.34,0.11,0.06,0.52,0.08,6
1349000,0.66,0.22,0.22,0.06,0.33,0.12,0.06,0.48,0.08,6
1273000,0.65,0.22,0.22,0.07,0.32,0.11,0.07,0.43,0.08,6
1345000,0.66,0.19,0.19,0.08,0.32,0.14,0.07,0.44,0.08,6
1296000,0.66,0.24,0.21,0.07,0.33,0.12,0.06,0.52,0.08,6
1283000,0.66,0.2,0.21,0.07,0.33,0.13,0.06,0.45,0.08,6
